id,project_is_approved
p227434,0.572
p177857,0.886
p052514,0.86
p065558,0.766
p123541,0.9
p085169,0.642
p156664,0.9
p256757,0.796
p153892,0.822
p052612,0.872
p139201,0.784
p007948,0.792
p073444,0.772
p201617,0.936
p048477,0.666
p199578,0.544
p067459,0.754
p240868,0.94
p165017,0.674
p154855,0.95
p005910,0.714
p072069,0.938
p248912,0.766
p071815,0.926
p111014,0.958
p161451,0.684
p056004,0.778
p248587,0.782
p192622,0.856
p136513,0.796
p029580,0.924
p236483,0.968
p243679,0.89
p205215,0.876
p075192,0.522
p193407,0.62
p190558,0.852
p139464,0.738
p246227,0.87
p132454,0.92
p248452,0.87
p042566,0.952
p252212,0.878
p161152,0.964
p227256,0.692
p257092,0.802
p149605,0.946
p150682,0.944
p022729,0.66
p209195,0.902
p041276,0.814
p146345,0.846
p014681,0.958
p187959,0.912
p085819,0.868
p181739,0.882
p251936,0.834
p090448,0.968
p039436,0.944
p015572,0.814
p013551,0.564
p130028,0.714
p052715,0.76
p082972,0.864
p154072,0.654
p092302,0.868
p034318,0.746
p110301,0.846
p063879,0.884
p229070,0.95
p227200,0.822
p236878,0.692
p030723,0.76
p052077,0.904
p124122,0.952
p133084,0.916
p004642,0.954
p202444,0.858
p244939,0.734
p208061,0.814
p236292,0.932
p223333,0.916
p168941,0.844
p143174,0.714
p135460,0.956
p009937,0.726
p096490,0.926
p049856,0.92
p132921,0.942
p206291,0.968
p118430,0.9
p092429,0.864
p190703,0.952
p092748,0.922
p236123,0.918
p174026,0.8
p043029,0.862
p088194,0.946
p260023,0.952
p028338,0.882
p211817,0.948
p107140,0.854
p085468,0.602
p071148,0.96
p130867,0.762
p036692,0.878
p071390,0.674
p103964,0.918
p045887,0.868
p006096,0.918
p072190,0.668
p145064,0.75
p053942,0.662
p243008,0.792
p241333,0.652
p101507,0.918
p077142,0.796
p011507,0.89
p071679,0.934
p212543,0.912
p017676,0.708
p068320,0.806
p219093,0.838
p093036,0.828
p158909,0.904
p065045,0.776
p164371,0.612
p117455,0.886
p249473,0.788
p259818,0.776
p130039,0.892
p000370,0.936
p003428,0.796
p031803,0.714
p157364,0.75
p259451,0.942
p037554,0.844
p222382,0.932
p091731,0.716
p125929,0.902
p234558,0.944
p006756,0.59
p174992,0.842
p236592,0.788
p075332,0.884
p251327,0.82
p246450,0.746
p258068,0.578
p067294,0.94
p064565,0.716
p119042,0.704
p204906,0.952
p103717,0.952
p002792,0.908
p132411,0.868
p254112,0.656
p078719,0.836
p143350,0.66
p096547,0.94
p192837,0.908
p227810,0.918
p243937,0.9
p061701,0.706
p072878,0.882
p039604,0.818
p058814,0.92
p090451,0.732
p067017,0.784
p133882,0.932
p011254,0.932
p098208,0.94
p094211,0.852
p015868,0.95
p008079,0.93
p207744,0.866
p038106,0.872
p077523,0.808
p224473,0.97
p057473,0.742
p162117,0.75
p000394,0.874
p148302,0.644
p153221,0.664
p231215,0.912
p091972,0.85
p092094,0.702
p086229,0.964
p245679,0.862
p123549,0.962
p140472,0.804
p026710,0.582
p174161,0.924
p052687,0.638
p160036,0.814
p017447,0.866
p113840,0.894
p061341,0.776
p240597,0.938
p129816,0.85
p093665,0.848
p222880,0.956
p181617,0.882
p012006,0.958
p080826,0.816
p135120,0.654
p090631,0.754
p158528,0.668
p134420,0.838
p085066,0.804
p258703,0.952
p039676,0.858
p253234,0.588
p021443,0.92
p094571,0.954
p203016,0.87
p044557,0.868
p149511,0.592
p137884,0.898
p155489,0.982
p200881,0.888
p180001,0.732
p016433,0.882
p185080,0.862
p121181,0.786
p140753,0.642
p190163,0.932
p256907,0.414
p161872,0.972
p139940,0.54
p084695,0.828
p224686,0.628
p097174,0.874
p043302,0.914
p159797,0.946
p242826,0.888
p091100,0.932
p248678,0.818
p173369,0.904
p240263,0.946
p004313,0.834
p197405,0.966
p140075,0.882
p172347,0.942
p211658,0.872
p030800,0.714
p130309,0.764
p146700,0.846
p181704,0.81
p250378,0.898
p026117,0.956
p118829,0.908
p159555,0.88
p070454,0.878
p225829,0.868
p229297,0.736
p083255,0.872
p085354,0.946
p123266,0.892
p254485,0.722
p109318,0.67
p047223,0.952
p176739,0.476
p077433,0.602
p173806,0.838
p026228,0.826
p210399,0.902
p177121,0.922
p034493,0.736
p173779,0.666
p207419,0.712
p090974,0.804
p025390,0.832
p152236,0.802
p035861,0.754
p008693,0.906
p250188,0.88
p191005,0.858
p070414,0.762
p002652,0.732
p147698,0.866
p228367,0.872
p073687,0.746
p140495,0.762
p184778,0.94
p216883,0.79
p182439,0.78
p216650,0.934
p237701,0.81
p168459,0.696
p216745,0.914
p090967,0.802
p086218,0.83
p078605,0.762
p145742,0.712
p159128,0.748
p134831,0.742
p015501,0.716
p110317,0.776
p001550,0.964
p157724,0.762
p102076,0.908
p117382,0.734
p068194,0.848
p000129,0.78
p007826,0.876
p181574,0.9
p047431,0.796
p132176,0.946
p203309,0.878
p256223,0.894
p015554,0.812
p118921,0.906
p026964,0.916
p223213,0.866
p144636,0.822
p039968,0.812
p104814,0.95
p119629,0.836
p190365,0.9
p028166,0.632
p063562,0.856
p242720,0.874
p206653,0.726
p176838,0.794
p253024,0.922
p004171,0.876
p209687,0.908
p126222,0.792
p238158,0.728
p236151,0.89
p255416,0.922
p131037,0.738
p109248,0.672
p141843,0.878
p045729,0.912
p178918,0.934
p249960,0.808
p164456,0.74
p082169,0.806
p088207,0.926
p030591,0.886
p117089,0.688
p164176,0.858
p038883,0.828
p146278,0.936
p156778,0.854
p054972,0.806
p130254,0.706
p236508,0.942
p060314,0.844
p217970,0.948
p249491,0.818
p229698,0.838
p159358,0.84
p145202,0.73
p087688,0.894
p022164,0.788
p234090,0.81
p075273,0.66
p126950,0.698
p241515,0.65
p161221,0.716
p089976,0.858
p164044,0.548
p076974,0.95
p167388,0.786
p232860,0.708
p069415,0.782
p109552,0.95
p184988,0.848
p180113,0.714
p150530,0.936
p104006,0.896
p178062,0.836
p000892,0.844
p150578,0.916
p220053,0.862
p143316,0.876
p093733,0.966
p192727,0.824
p253666,0.912
p197019,0.896
p045457,0.944
p145569,0.89
p259624,0.934
p034989,0.736
p082557,0.828
p230807,0.896
p139249,0.768
p120818,0.936
p228867,0.874
p140204,0.76
p119301,0.702
p177895,0.922
p065833,0.824
p010838,0.7
p149428,0.946
p153088,0.822
p016386,0.688
p121472,0.536
p062484,0.834
p202375,0.862
p191432,0.894
p171876,0.924
p023340,0.794
p165225,0.8
p018611,0.854
p138964,0.62
p107938,0.844
p160568,0.828
p210287,0.762
p075044,0.744
p191319,0.84
p009314,0.898
p062864,0.71
p247461,0.816
p220112,0.728
p218196,0.922
p040203,0.78
p207010,0.806
p028865,0.674
p186373,0.884
p253529,0.68
p228047,0.738
p259933,0.694
p220303,0.748
p202478,0.776
p189761,0.884
p050442,0.91
p109854,0.88
p246548,0.894
p142946,0.716
p164778,0.67
p162637,0.942
p230084,0.604
p128624,0.872
p172876,0.95
p258557,0.952
p225072,0.756
p155513,0.628
p004872,0.954
p004653,0.956
p193610,0.928
p233181,0.668
p057395,0.948
p234018,0.768
p147618,0.82
p043474,0.936
p025301,0.91
p007067,0.86
p202081,0.948
p069190,0.856
p247316,0.91
p091864,0.8
p162735,0.756
p135002,0.87
p112732,0.906
p219669,0.778
p213194,0.712
p133336,0.864
p163695,0.652
p196929,0.802
p099606,0.782
p063703,0.792
p258124,0.724
p164287,0.694
p149803,0.766
p015577,0.694
p171192,0.898
p029092,0.766
p180168,0.902
p190474,0.778
p045946,0.91
p007143,0.744
p001302,0.652
p116347,0.892
p043811,0.916
p194723,0.738
p043960,0.732
p214246,0.784
p057526,0.794
p003533,0.816
p182215,0.762
p240764,0.826
p025382,0.872
p129067,0.726
p193337,0.828
p047477,0.704
p044668,0.644
p228040,0.684
p104506,0.786
p117891,0.94
p146946,0.816
p092006,0.778
p169354,0.958
p050304,0.786
p217561,0.828
p124298,0.768
p222907,0.88
p058178,0.81
p002585,0.952
p030196,0.838
p036518,0.83
p096111,0.848
p186117,0.764
p139447,0.948
p204959,0.57
p112645,0.886
p066176,0.958
p176233,0.874
p188990,0.932
p146362,0.866
p107995,0.92
p190386,0.69
p116292,0.782
p098753,0.906
p173744,0.86
p096694,0.77
p243155,0.886
p110480,0.852
p015943,0.896
p231343,0.88
p047591,0.886
p059089,0.876
p169282,0.796
p235353,0.8
p205958,0.948
p225225,0.87
p227687,0.868
p205043,0.862
p191928,0.868
p135576,0.892
p224044,0.932
p047663,0.974
p010935,0.72
p183249,0.65
p191102,0.85
p055675,0.898
p162246,0.66
p242028,0.834
p129383,0.638
p211240,0.87
p099191,0.726
p145973,0.534
p005357,0.806
p213452,0.702
p223707,0.782
p073391,0.906
p018107,0.898
p174239,0.712
p194418,0.906
p151604,0.898
p113098,0.798
p167871,0.948
p070329,0.758
p216304,0.916
p183929,0.896
p061143,0.804
p217210,0.898
p025904,0.904
p087513,0.956
p237893,0.872
p063693,0.702
p048415,0.682
p184717,0.834
p114310,0.956
p154829,0.918
p005734,0.596
p010489,0.726
p028063,0.884
p071665,0.75
p114679,0.858
p039776,0.878
p198936,0.82
p187793,0.726
p148916,0.748
p147345,0.854
p020126,0.778
p244357,0.882
p178095,0.872
p184477,0.57
p024434,0.898
p160737,0.806
p223557,0.806
p208667,0.884
p070016,0.832
p151313,0.862
p163042,0.768
p165560,0.778
p147104,0.754
p110343,0.772
p072824,0.806
p109887,0.746
p237023,0.734
p005999,0.82
p114183,0.872
p025752,0.934
p044513,0.778
p088539,0.86
p218453,0.736
p198250,0.764
p092784,0.916
p016117,0.82
p123472,0.878
p165448,0.918
p185787,0.928
p015674,0.892
p069047,0.912
p020426,0.624
p104865,0.93
p089151,0.798
p183331,0.976
p032117,0.912
p169664,0.644
p233799,0.9
p159159,0.9
p250492,0.666
p163815,0.842
p218054,0.75
p057988,0.902
p246974,0.906
p180795,0.708
p117107,0.752
p172383,0.828
p084999,0.922
p070448,0.82
p121005,0.894
p056710,0.94
p116957,0.724
p062895,0.79
p255824,0.886
p197103,0.896
p066434,0.758
p201109,0.974
p014129,0.77
p125844,0.7
p103544,0.964
p176752,0.608
p225689,0.852
p092884,0.852
p153722,0.744
p138447,0.704
p041896,0.682
p196650,0.806
p034363,0.804
p013338,0.838
p189037,0.928
p108063,0.842
p011390,0.64
p192125,0.82
p207197,0.876
p022187,0.71
p193696,0.962
p228693,0.704
p082141,0.884
p214756,0.932
p243117,0.926
p151115,0.874
p212862,0.792
p117181,0.86
p210277,0.778
p180081,0.612
p066161,0.914
p028772,0.54
p201168,0.902
p149240,0.756
p232861,0.778
p156269,0.688
p108013,0.816
p259505,0.914
p175049,0.868
p150889,0.926
p233309,0.804
p036248,0.962
p056334,0.972
p026589,0.872
p123211,0.876
p164195,0.714
p227677,0.932
p190149,0.794
p196093,0.89
p141162,0.528
p133144,0.82
p016123,0.928
p197356,0.828
p022992,0.586
p109554,0.62
p259106,0.752
p064944,0.91
p186418,0.738
p209011,0.838
p188735,0.936
p119117,0.922
p010006,0.922
p124664,0.912
p155152,0.908
p169630,0.946
p237254,0.906
p165422,0.618
p009058,0.926
p115745,0.938
p220379,0.838
p140026,0.666
p127616,0.904
p115892,0.976
p199728,0.952
p179315,0.894
p193830,0.84
p111496,0.808
p230872,0.864
p155589,0.822
p122153,0.692
p114637,0.878
p002373,0.74
p101921,0.74
p142088,0.692
p067285,0.69
p107314,0.892
p124264,0.922
p146089,0.632
p069984,0.85
p247694,0.97
p254569,0.818
p203459,0.858
p253891,0.882
p195143,0.67
p137004,0.726
p057209,0.91
p166152,0.87
p237038,0.968
p243781,0.886
p098021,0.91
p101950,0.946
p026261,0.826
p088258,0.888
p182348,0.854
p011564,0.756
p017542,0.888
p163937,0.74
p101521,0.654
p211354,0.874
p044672,0.898
p158202,0.768
p256574,0.748
p190345,0.8
p022514,0.894
p056158,0.814
p073366,0.94
p192649,0.612
p122783,0.94
p178657,0.758
p152660,0.892
p227318,0.752
p081056,0.916
p234187,0.692
p080867,0.796
p193894,0.66
p033619,0.93
p252964,0.862
p126872,0.844
p196797,0.836
p028337,0.724
p239545,0.764
p060494,0.938
p233462,0.91
p197265,0.796
p025622,0.932
p105360,0.794
p242775,0.724
p243869,0.94
p160756,0.926
p095863,0.832
p133738,0.878
p096024,0.758
p068700,0.902
p115380,0.878
p073559,0.708
p062384,0.886
p027787,0.742
p131230,0.61
p140822,0.754
p209017,0.888
p127028,0.884
p170397,0.838
p032005,0.966
p120037,0.848
p062656,0.8
p005502,0.846
p102954,0.71
p038081,0.94
p027009,0.916
p103936,0.744
p206752,0.934
p041573,0.756
p183106,0.638
p220299,0.916
p078753,0.74
p016616,0.78
p074457,0.646
p216679,0.62
p183393,0.862
p216393,0.756
p077426,0.858
p109421,0.666
p097875,0.896
p206032,0.92
p019775,0.822
p169505,0.634
p187451,0.96
p179513,0.91
p010797,0.774
p002572,0.788
p069848,0.916
p012130,0.802
p090838,0.784
p248070,0.69
p135371,0.732
p133803,0.852
p236813,0.838
p055157,0.704
p072675,0.974
p200062,0.802
p205132,0.932
p024639,0.87
p134026,0.734
p178154,0.894
p186562,0.792
p213914,0.492
p212277,0.81
p037040,0.61
p151609,0.856
p055813,0.932
p073105,0.7
p153320,0.806
p157007,0.916
p148840,0.844
p211446,0.78
p118414,0.61
p104084,0.876
p077562,0.65
p095473,0.65
p074946,0.954
p077958,0.946
p064537,0.82
p088451,0.836
p104373,0.792
p063866,0.834
p234347,0.866
p049460,0.546
p105244,0.964
p241206,0.758
p106377,0.75
p087313,0.662
p155063,0.864
p231457,0.606
p109473,0.658
p008644,0.9
p015176,0.82
p135018,0.824
p207746,0.706
p080993,0.848
p257795,0.878
p150113,0.72
p179413,0.636
p025030,0.746
p004701,0.918
p007249,0.726
p133335,0.826
p226625,0.96
p211374,0.942
p052030,0.866
p219740,0.924
p049504,0.822
p127662,0.958
p054916,0.55
p217848,0.804
p234771,0.552
p227803,0.866
p127854,0.718
p020307,0.82
p149540,0.752
p238423,0.802
p018123,0.814
p115130,0.864
p236114,0.856
p244908,0.748
p199615,0.626
p161499,0.46
p005534,0.884
p044320,0.806
p162803,0.696
p241789,0.732
p053983,0.932
p236546,0.934
p119354,0.708
p104886,0.78
p132280,0.866
p004544,0.904
p178438,0.81
p175474,0.918
p171360,0.888
p111466,0.886
p234353,0.544
p042654,0.842
p222166,0.944
p170643,0.822
p004399,0.732
p235449,0.64
p231620,0.688
p195845,0.802
p162303,0.86
p016972,0.938
p099579,0.948
p096951,0.968
p113170,0.734
p045358,0.83
p010621,0.8
p209192,0.826
p042913,0.898
p006173,0.892
p144463,0.954
p209130,0.758
p149974,0.742
p064078,0.866
p177961,0.816
p085377,0.86
p121522,0.728
p245569,0.774
p036828,0.812
p130799,0.85
p128764,0.792
p098297,0.95
p073722,0.93
p099726,0.918
p195124,0.912
p202501,0.918
p202687,0.868
p130073,0.896
p199883,0.924
p239314,0.842
p222284,0.938
p230556,0.724
p200688,0.928
p210345,0.892
p220916,0.976
p036788,0.896
p191749,0.96
p136461,0.942
p072349,0.946
p117519,0.89
p158131,0.784
p042864,0.93
p004285,0.782
p053362,0.858
p194919,0.902
p025018,0.78
p011677,0.798
p115834,0.882
p228609,0.922
p205296,0.842
p189682,0.882
p023102,0.802
p041215,0.856
p020925,0.748
p061876,0.894
p139425,0.734
p195239,0.87
p128039,0.736
p031451,0.778
p154084,0.86
p065100,0.608
p195527,0.842
p013372,0.652
p190601,0.698
p108446,0.644
p058743,0.898
p180489,0.858
p123343,0.72
p001084,0.866
p155524,0.64
p193430,0.916
p060472,0.724
p106893,0.838
p092607,0.914
p152061,0.866
p053143,0.912
p247903,0.968
p185904,0.882
p000775,0.788
p075189,0.676
p092715,0.948
p205041,0.716
p089405,0.792
p192884,0.898
p242944,0.832
p010894,0.916
p144790,0.802
p082504,0.838
p049635,0.88
p178797,0.896
p018507,0.908
p081215,0.806
p070121,0.898
p253489,0.796
p102618,0.754
p077043,0.73
p197541,0.81
p076564,0.842
p129711,0.906
p230758,0.896
p034150,0.876
p205464,0.75
p017213,0.814
p158741,0.826
p071863,0.742
p214530,0.694
p215582,0.798
p166090,0.956
p120583,0.882
p088440,0.88
p098190,0.75
p136666,0.96
p063436,0.818
p012506,0.818
p062332,0.946
p259772,0.936
p157258,0.822
p234906,0.95
p049834,0.71
p039206,0.684
p089646,0.94
p208921,0.952
p210063,0.958
p036475,0.92
p107566,0.888
p004712,0.944
p055626,0.962
p118856,0.78
p119979,0.95
p185818,0.786
p152855,0.922
p227418,0.786
p029930,0.888
p062850,0.892
p076022,0.8
p203650,0.804
p098132,0.782
p087612,0.922
p218781,0.938
p099255,0.886
p124020,0.776
p046116,0.896
p002423,0.848
p226281,0.45
p219163,0.846
p118487,0.898
p047724,0.894
p092804,0.908
p236208,0.846
p106880,0.886
p143970,0.952
p180542,0.75
p089773,0.922
p106847,0.84
p193459,0.838
p084734,0.838
p067211,0.804
p021330,0.864
p126331,0.97
p230710,0.886
p073425,0.838
p160602,0.9
p217669,0.78
p208378,0.936
p201269,0.714
p041592,0.862
p028303,0.726
p126948,0.828
p016980,0.908
p107308,0.81
p157401,0.92
p240923,0.726
p015548,0.922
p036142,0.774
p252750,0.946
p048418,0.75
p150111,0.724
p093190,0.722
p042313,0.93
p238291,0.732
p001173,0.916
p165538,0.764
p069922,0.86
p105203,0.802
p109862,0.902
p205366,0.772
p148878,0.906
p207342,0.628
p201071,0.8
p150714,0.93
p140980,0.714
p093486,0.866
p243193,0.648
p134160,0.95
p162319,0.884
p119605,0.834
p257300,0.884
p158912,0.69
p252894,0.55
p165400,0.852
p171124,0.798
p258737,0.598
p255073,0.87
p035200,0.862
p136232,0.858
p221045,0.89
p080720,0.956
p156128,0.828
p033694,0.802
p050700,0.926
p232346,0.816
p217856,0.744
p210805,0.948
p104369,0.954
p254622,0.75
p149817,0.82
p121670,0.918
p184716,0.644
p131544,0.844
p136284,0.936
p149632,0.896
p084439,0.802
p204971,0.948
p133542,0.774
p085217,0.886
p222904,0.64
p148016,0.492
p204871,0.782
p212676,0.892
p066730,0.95
p039572,0.622
p031005,0.67
p131593,0.952
p075658,0.842
p003223,0.828
p245392,0.804
p140786,0.928
p055454,0.802
p060813,0.758
p064671,0.904
p099138,0.736
p206374,0.794
p007602,0.746
p046176,0.94
p104308,0.758
p127643,0.962
p059214,0.972
p021005,0.684
p193447,0.826
p140929,0.956
p076851,0.852
p110760,0.79
p030947,0.802
p130898,0.898
p216295,0.944
p236007,0.648
p117848,0.966
p090297,0.954
p053528,0.774
p121799,0.94
p133011,0.83
p122360,0.808
p145921,0.736
p056263,0.764
p055268,0.86
p038034,0.796
p122030,0.902
p158577,0.92
p179189,0.696
p091847,0.768
p083856,0.916
p189122,0.834
p231821,0.882
p191244,0.85
p133552,0.696
p234634,0.868
p226755,0.556
p133968,0.87
p045982,0.806
p000817,0.946
p163357,0.814
p127855,0.866
p081223,0.956
p232150,0.902
p076103,0.948
p226179,0.812
p150552,0.878
p109204,0.852
p168227,0.93
p181847,0.938
p189036,0.924
p000814,0.76
p045705,0.846
p186852,0.798
p138391,0.832
p127896,0.786
p022521,0.898
p140158,0.918
p074062,0.852
p046904,0.932
p005952,0.706
p101133,0.788
p123530,0.866
p129993,0.924
p250402,0.616
p211319,0.968
p087290,0.584
p034625,0.806
p204913,0.89
p244322,0.808
p136793,0.726
p248135,0.77
p083673,0.752
p021426,0.79
p027122,0.92
p140337,0.89
p217792,0.866
p169030,0.558
p120757,0.822
p047306,0.68
p124375,0.468
p250015,0.87
p166610,0.772
p179674,0.726
p036532,0.816
p160535,0.832
p084871,0.872
p145932,0.806
p088601,0.934
p006355,0.522
p228582,0.806
p125328,0.75
p007610,0.916
p009973,0.832
p017579,0.972
p141338,0.962
p233612,0.7
p258058,0.782
p111208,0.806
p052707,0.89
p131751,0.946
p216196,0.858
p077572,0.704
p008790,0.766
p123490,0.872
p065070,0.78
p013735,0.758
p145406,0.89
p212310,0.876
p079625,0.848
p021622,0.846
p213661,0.706
p154145,0.936
p247295,0.66
p228246,0.878
p199385,0.794
p226509,0.832
p017055,0.868
p222783,0.764
p230369,0.844
p175493,0.97
p059241,0.808
p169597,0.694
p145335,0.704
p062098,0.854
p203687,0.6
p223433,0.718
p200164,0.89
p109075,0.712
p180415,0.974
p112599,0.736
p177312,0.944
p179455,0.862
p159219,0.924
p192939,0.728
p168899,0.64
p061775,0.894
p107694,0.878
p087115,0.822
p242525,0.846
p127229,0.878
p204603,0.826
p076272,0.84
p223073,0.968
p014027,0.886
p204254,0.896
p147830,0.954
p026531,0.868
p208898,0.918
p252208,0.968
p239856,0.724
p160654,0.8
p066608,0.786
p070983,0.826
p063362,0.872
p125977,0.7
p139775,0.718
p139218,0.85
p046717,0.928
p180222,0.856
p183557,0.876
p079876,0.898
p197187,0.906
p085508,0.946
p246711,0.94
p147759,0.824
p157083,0.878
p250089,0.95
p043008,0.89
p141858,0.946
p134360,0.938
p145436,0.668
p129604,0.714
p025319,0.866
p019282,0.768
p253808,0.704
p153607,0.894
p168247,0.904
p048679,0.814
p037407,0.692
p024383,0.822
p210344,0.762
p199014,0.752
p177773,0.756
p231747,0.87
p166236,0.824
p105936,0.91
p019207,0.828
p004630,0.764
p111272,0.836
p120903,0.872
p207175,0.714
p093275,0.86
p014004,0.908
p170144,0.662
p206770,0.74
p155458,0.808
p231889,0.9
p192542,0.962
p170012,0.834
p254732,0.932
p081732,0.928
p206469,0.908
p245661,0.878
p102825,0.884
p214833,0.776
p155385,0.904
p184926,0.966
p128421,0.84
p002101,0.842
p197002,0.932
p190498,0.838
p232987,0.882
p046406,0.91
p078272,0.92
p247553,0.92
p030015,0.932
p040337,0.566
p172937,0.842
p045351,0.714
p024664,0.668
p258364,0.546
p176431,0.752
p252994,0.754
p198679,0.584
p121192,0.938
p148288,0.722
p155805,0.906
p245521,0.698
p020119,0.802
p150152,0.614
p136885,0.796
p153455,0.676
p087343,0.774
p078964,0.892
p000774,0.936
p235439,0.626
p192820,0.83
p009977,0.734
p177575,0.814
p128495,0.92
p125854,0.84
p101602,0.984
p237348,0.922
p083546,0.85
p207261,0.938
p126895,0.912
p238759,0.924
p219764,0.818
p132904,0.918
p055614,0.954
p226445,0.708
p189528,0.94
p192460,0.652
p245529,0.9
p028663,0.936
p204918,0.948
p064782,0.936
p154878,0.834
p167476,0.656
p138806,0.808
p063005,0.806
p254829,0.878
p087404,0.878
p229555,0.806
p246498,0.844
p139271,0.768
p245915,0.78
p119539,0.786
p197695,0.974
p231705,0.882
p199123,0.936
p004783,0.864
p075981,0.838
p001132,0.82
p066086,0.836
p127270,0.706
p243847,0.87
p106813,0.814
p020837,0.89
p123119,0.868
p222373,0.96
p198096,0.708
p033315,0.8
p080760,0.838
p166568,0.882
p066353,0.794
p048377,0.906
p140844,0.906
p166190,0.85
p124323,0.812
p174536,0.838
p088462,0.928
p180651,0.856
p017423,0.664
p001032,0.924
p188739,0.836
p195848,0.874
p055504,0.86
p074630,0.912
p165458,0.84
p206677,0.88
p247227,0.802
p241800,0.9
p241066,0.912
p096841,0.93
p118547,0.87
p052632,0.532
p194107,0.79
p172593,0.576
p154771,0.738
p053206,0.878
p083553,0.772
p109313,0.824
p254525,0.964
p076915,0.626
p188691,0.864
p180672,0.956
p000556,0.876
p059386,0.898
p079260,0.726
p020697,0.792
p097707,0.906
p080196,0.886
p210770,0.79
p253194,0.964
p005428,0.908
p063784,0.852
p047771,0.838
p110001,0.79
p174926,0.772
p149807,0.646
p120488,0.78
p064920,0.778
p078331,0.816
p184285,0.874
p257268,0.85
p138057,0.85
p141601,0.884
p014630,0.836
p116492,0.94
p086687,0.796
p141990,0.878
p151715,0.61
p258516,0.878
p223653,0.882
p049313,0.892
p208791,0.676
p072259,0.868
p122651,0.71
p113923,0.836
p037353,0.736
p139532,0.774
p131294,0.876
p215333,0.834
p194663,0.856
p112410,0.762
p093143,0.834
p061302,0.95
p094479,0.958
p221869,0.964
p220838,0.87
p100666,0.624
p225569,0.976
p033498,0.968
p016047,0.784
p207860,0.844
p241471,0.678
p099722,0.926
p241318,0.826
p105495,0.856
p181959,0.812
p193132,0.92
p065164,0.786
p177220,0.71
p170185,0.64
p038319,0.7
p056593,0.856
p056062,0.762
p001703,0.59
p106341,0.86
p030002,0.774
p206283,0.972
p252838,0.606
p025116,0.802
p189001,0.858
p192167,0.546
p157534,0.88
p020862,0.882
p246029,0.942
p210881,0.864
p172836,0.744
p161740,0.842
p057871,0.842
p236529,0.776
p090154,0.844
p067363,0.97
p175455,0.806
p088308,0.786
p066214,0.912
p120450,0.674
p009297,0.686
p254702,0.864
p162742,0.96
p171018,0.91
p031942,0.672
p237777,0.768
p180829,0.842
p208798,0.842
p141286,0.766
p247714,0.862
p034853,0.704
p210817,0.89
p218979,0.734
p023393,0.848
p257535,0.888
p234029,0.522
p169509,0.89
p226899,0.87
p047472,0.95
p043141,0.93
p017818,0.754
p011757,0.904
p132309,0.876
p040653,0.76
p116561,0.856
p139507,0.932
p203678,0.842
p116067,0.924
p049186,0.738
p241725,0.852
p221155,0.796
p105923,0.876
p205278,0.938
p165096,0.826
p237014,0.884
p224227,0.634
p113577,0.85
p213521,0.94
p235675,0.808
p195257,0.656
p102019,0.878
p109311,0.794
p079730,0.94
p257398,0.68
p128079,0.872
p227807,0.92
p166061,0.818
p051292,0.952
p098734,0.814
p246718,0.94
p070162,0.75
p177205,0.794
p257175,0.838
p081198,0.642
p255459,0.932
p213463,0.88
p184363,0.816
p202858,0.826
p172972,0.83
p230720,0.896
p175361,0.886
p069557,0.826
p187223,0.806
p074552,0.952
p056239,0.786
p180750,0.888
p068026,0.926
p140112,0.926
p193432,0.908
p036594,0.74
p128419,0.778
p034616,0.882
p016576,0.92
p030697,0.96
p098484,0.872
p102020,0.782
p177767,0.846
p202768,0.846
p146821,0.648
p013304,0.858
p200772,0.91
p220619,0.91
p205068,0.75
p035910,0.946
p042615,0.962
p162079,0.832
p117860,0.748
p129825,0.986
p240499,0.904
p050069,0.754
p194889,0.754
p195630,0.962
p011201,0.846
p165304,0.942
p190733,0.782
p061943,0.914
p072449,0.752
p236138,0.822
p160795,0.742
p011129,0.686
p189344,0.89
p217570,0.91
p205450,0.848
p102699,0.682
p099791,0.866
p026518,0.894
p173685,0.868
p147877,0.84
p166205,0.79
p239129,0.744
p188208,0.964
p159183,0.936
p220102,0.752
p234168,0.822
p217764,0.718
p106332,0.76
p170684,0.938
p252372,0.768
p126492,0.914
p152690,0.94
p007200,0.714
p149980,0.894
p058730,0.888
p104686,0.632
p229296,0.9
p093256,0.85
p203881,0.702
p242140,0.91
p129797,0.72
p088065,0.88
p097024,0.722
p128592,0.878
p093271,0.706
p145534,0.91
p119692,0.898
p119153,0.804
p023863,0.892
p086636,0.84
p197395,0.858
p230404,0.96
p054610,0.772
p215098,0.836
p081891,0.904
p245943,0.746
p242726,0.776
p063787,0.706
p242820,0.842
p144815,0.604
p201194,0.786
p211724,0.904
p037616,0.82
p129296,0.702
p124474,0.73
p241187,0.76
p131791,0.842
p149076,0.858
p075933,0.878
p247001,0.772
p104942,0.736
p055127,0.93
p148593,0.92
p088095,0.782
p233411,0.724
p148532,0.684
p015830,0.934
p166931,0.642
p111537,0.93
p093007,0.97
p107252,0.788
p159191,0.818
p179302,0.902
p016654,0.862
p203830,0.882
p005276,0.646
p245500,0.774
p217322,0.908
p234700,0.912
p128795,0.828
p213974,0.962
p230933,0.914
p095933,0.794
p022275,0.818
p045038,0.834
p024393,0.556
p209507,0.866
p224001,0.944
p112801,0.59
p136476,0.88
p052659,0.802
p206302,0.82
p007159,0.786
p071439,0.864
p023947,0.794
p054756,0.924
p145698,0.894
p065453,0.96
p251520,0.876
